# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_missense_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
Rv2206	Rv2206	Rv2206	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
Rv2209	Rv2209	Rv2209	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
Rv2212	Rv2212	Rv2212	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	2
Rv2216	Rv2216	Rv2216	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2219	Rv2219	Rv2219	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
Rv2219A	Rv2219A	Rv2219A	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2223c	Rv2223c	Rv2223c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2226	Rv2226	Rv2226	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
Rv2227	Rv2227	Rv2227	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
Rv2228c	Rv2228c	Rv2228c	protein_coding	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1
Rv2229c	Rv2229c	Rv2229c	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
Rv2230c	Rv2230c	Rv2230c	protein_coding	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0
Rv2235	Rv2235	Rv2235	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
Rv2237	Rv2237	Rv2237	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2237A	Rv2237A	Rv2237A	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
Rv2239c	Rv2239c	Rv2239c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2240c	Rv2240c	Rv2240c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2242	Rv2242	Rv2242	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2248	Rv2248	Rv2248	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
Rv2250A	Rv2250A	Rv2250A	protein_coding	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1
Rv2250c	Rv2250c	Rv2250c	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
Rv2251	Rv2251	Rv2251	protein_coding	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1
Rv2252	Rv2252	Rv2252	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
Rv2253	Rv2253	Rv2253	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
Rv2254c	Rv2254c	Rv2254c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2255c	Rv2255c	Rv2255c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2256c	Rv2256c	Rv2256c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2257c	Rv2257c	Rv2257c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2294	Rv2294	Rv2294	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2295	Rv2295	Rv2295	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2296	Rv2296	Rv2296	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2297	Rv2297	Rv2297	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
Rv2298	Rv2298	Rv2298	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
Rv2300c	Rv2300c	Rv2300c	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
Rv2302	Rv2302	Rv2302	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
Rv2303c	Rv2303c	Rv2303c	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
Rv2304c	Rv2304c	Rv2304c	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
Rv2305	Rv2305	Rv2305	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2306A	Rv2306A	Rv2306A	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2306B	Rv2306B	Rv2306B	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
Rv2307A	Rv2307A	Rv2307A	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2307B	Rv2307B	Rv2307B	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2307D	Rv2307D	Rv2307D	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2307c	Rv2307c	Rv2307c	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
Rv2308	Rv2308	Rv2308	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2309A	Rv2309A	Rv2309A	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2309c	Rv2309c	Rv2309c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2310	Rv2310	Rv2310	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2311	Rv2311	Rv2311	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2312	Rv2312	Rv2312	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2313c	Rv2313c	Rv2313c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2314c	Rv2314c	Rv2314c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2315c	Rv2315c	Rv2315c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2336	Rv2336	Rv2336	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2337c	Rv2337c	Rv2337c	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
Rv2342	Rv2342	Rv2342	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2345	Rv2345	Rv2345	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2387	Rv2387	Rv2387	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
Rv2390c	Rv2390c	Rv2390c	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
Rv2395	Rv2395	Rv2395	protein_coding	0	1	1	1	0	0	0	0	0	1	0	0	0	1	1
Rv2413c	Rv2413c	Rv2413c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2414c	Rv2414c	Rv2414c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2415c	Rv2415c	Rv2415c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2417c	Rv2417c	Rv2417c	protein_coding	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1
Rv2418c	Rv2418c	Rv2418c	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
Rv2420c	Rv2420c	Rv2420c	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
Rv2422	Rv2422	Rv2422	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
Rv2423	Rv2423	Rv2423	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	2
Rv2424c	Rv2424c	Rv2424c	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	1
Rv2425c	Rv2425c	Rv2425c	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
Rv2426c	Rv2426c	Rv2426c	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
Rv2432c	Rv2432c	Rv2432c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2433c	Rv2433c	Rv2433c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2434c	Rv2434c	Rv2434c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2449c	Rv2449c	Rv2449c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2451	Rv2451	Rv2451	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2452c	Rv2452c	Rv2452c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2454c	Rv2454c	Rv2454c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2455c	Rv2455c	Rv2455c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2456c	Rv2456c	Rv2456c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2459	Rv2459	Rv2459	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2464c	Rv2464c	Rv2464c	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
Rv2466c	Rv2466c	Rv2466c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2468A	Rv2468A	Rv2468A	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2468c	Rv2468c	Rv2468c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2469c	Rv2469c	Rv2469c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2488c	Rv2488c	Rv2488c	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5
Rv2489c	Rv2489c	Rv2489c	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5
Rv2491	Rv2491	Rv2491	protein_coding	0	0	0	6	0	0	0	1	0	0	0	0	0	0	5
Rv2492	Rv2492	Rv2492	protein_coding	0	0	0	5	0	0	0	1	0	0	0	0	0	0	4
Rv2499c	Rv2499c	Rv2499c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2506	Rv2506	Rv2506	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2507	Rv2507	Rv2507	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
Rv2508c	Rv2508c	Rv2508c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2509	Rv2509	Rv2509	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2510c	Rv2510c	Rv2510c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2512c	Rv2512c	Rv2512c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2513	Rv2513	Rv2513	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2514c	Rv2514c	Rv2514c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2515c	Rv2515c	Rv2515c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2516c	Rv2516c	Rv2516c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2517c	Rv2517c	Rv2517c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2520c	Rv2520c	Rv2520c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2522c	Rv2522c	Rv2522c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2548A	Rv2548A	Rv2548A	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2551c	Rv2551c	Rv2551c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2553c	Rv2553c	Rv2553c	protein_coding	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
Rv2554c	Rv2554c	Rv2554c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2556c	Rv2556c	Rv2556c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2557	Rv2557	Rv2557	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2558	Rv2558	Rv2558	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2559c	Rv2559c	Rv2559c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2560	Rv2560	Rv2560	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
Rv2561	Rv2561	Rv2561	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
Rv2562	Rv2562	Rv2562	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
Rv2563	Rv2563	Rv2563	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
Rv2565	Rv2565	Rv2565	protein_coding	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0
Rv2566	Rv2566	Rv2566	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	2
Rv2567	Rv2567	Rv2567	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1
Rv2568c	Rv2568c	Rv2568c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2569c	Rv2569c	Rv2569c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2570	Rv2570	Rv2570	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2571c	Rv2571c	Rv2571c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2575	Rv2575	Rv2575	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2576c	Rv2576c	Rv2576c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2577	Rv2577	Rv2577	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2578c	Rv2578c	Rv2578c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2581c	Rv2581c	Rv2581c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2597	Rv2597	Rv2597	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
Rv2598	Rv2598	Rv2598	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
Rv2599	Rv2599	Rv2599	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
Rv2600	Rv2600	Rv2600	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
Rv2603c	Rv2603c	Rv2603c	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
Rv2609c	Rv2609c	Rv2609c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2622	Rv2622	Rv2622	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2624c	Rv2624c	Rv2624c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2625c	Rv2625c	Rv2625c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2627c	Rv2627c	Rv2627c	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
Rv2628	Rv2628	Rv2628	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2629	Rv2629	Rv2629	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
Rv2630	Rv2630	Rv2630	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
Rv2631	Rv2631	Rv2631	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
Rv2632c	Rv2632c	Rv2632c	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
Rv2633c	Rv2633c	Rv2633c	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
Rv2635	Rv2635	Rv2635	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2636	Rv2636	Rv2636	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2638	Rv2638	Rv2638	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2639c	Rv2639c	Rv2639c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2640c	Rv2640c	Rv2640c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2642	Rv2642	Rv2642	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2645	Rv2645	Rv2645	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2646	Rv2646	Rv2646	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2647	Rv2647	Rv2647	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2648	Rv2648	Rv2648	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
Rv2649	Rv2649	Rv2649	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
Rv2650c	Rv2650c	Rv2650c	protein_coding	0	0	1	3	0	0	0	0	0	1	0	0	0	0	3
Rv2651c	Rv2651c	Rv2651c	protein_coding	0	0	0	4	0	0	0	1	0	0	0	0	0	0	3
Rv2652c	Rv2652c	Rv2652c	protein_coding	0	0	0	4	0	0	0	1	0	0	0	0	0	0	3
Rv2653c	Rv2653c	Rv2653c	protein_coding	0	0	0	4	0	0	0	1	0	0	0	0	0	0	3
Rv2654c	Rv2654c	Rv2654c	protein_coding	0	0	1	3	0	0	0	1	0	1	0	0	0	0	2
Rv2655c	Rv2655c	Rv2655c	protein_coding	0	0	0	4	0	0	0	2	0	0	0	0	0	0	2
Rv2656c	Rv2656c	Rv2656c	protein_coding	0	0	0	4	0	0	0	2	0	0	0	0	0	0	2
Rv2657c	Rv2657c	Rv2657c	protein_coding	0	0	1	2	0	0	0	1	0	1	0	0	0	0	1
Rv2658c	Rv2658c	Rv2658c	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	1
Rv2659c	Rv2659c	Rv2659c	protein_coding	0	0	1	2	0	0	0	2	0	1	0	0	0	0	0
Rv2660c	Rv2660c	Rv2660c	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
Rv2661c	Rv2661c	Rv2661c	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
Rv2662	Rv2662	Rv2662	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
Rv2663	Rv2663	Rv2663	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
Rv2664	Rv2664	Rv2664	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
Rv2665	Rv2665	Rv2665	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
Rv2666	Rv2666	Rv2666	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
Rv2668	Rv2668	Rv2668	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2686c	Rv2686c	Rv2686c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2687c	Rv2687c	Rv2687c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2688c	Rv2688c	Rv2688c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2689c	Rv2689c	Rv2689c	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
Rv2690c	Rv2690c	Rv2690c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2693c	Rv2693c	Rv2693c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2714	Rv2714	Rv2714	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
Rv2715	Rv2715	Rv2715	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
Rv2716	Rv2716	Rv2716	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
Rv2717c	Rv2717c	Rv2717c	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4
Rv2719c	Rv2719c	Rv2719c	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4
Rv2721c	Rv2721c	Rv2721c	protein_coding	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0
Rv2722	Rv2722	Rv2722	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4
Rv2723	Rv2723	Rv2723	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4
Rv2737A	Rv2737A	Rv2737A	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
Rv2738c	Rv2738c	Rv2738c	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
Rv2739c	Rv2739c	Rv2739c	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
Rv2742c	Rv2742c	Rv2742c	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	1
Rv2743c	Rv2743c	Rv2743c	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	1
Rv2749	Rv2749	Rv2749	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2750	Rv2750	Rv2750	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2751	Rv2751	Rv2751	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2765	Rv2765	Rv2765	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2766c	Rv2766c	Rv2766c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2767c	Rv2767c	Rv2767c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2771c	Rv2771c	Rv2771c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2772c	Rv2772c	Rv2772c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2774c	Rv2774c	Rv2774c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2775	Rv2775	Rv2775	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2776c	Rv2776c	Rv2776c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2797c	Rv2797c	Rv2797c	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
Rv2798c	Rv2798c	Rv2798c	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
Rv2799	Rv2799	Rv2799	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
Rv2800	Rv2800	Rv2800	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
Rv2802c	Rv2802c	Rv2802c	protein_coding	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0
Rv2803	Rv2803	Rv2803	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
Rv2804c	Rv2804c	Rv2804c	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
Rv2805	Rv2805	Rv2805	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
Rv2806	Rv2806	Rv2806	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	2
Rv2807	Rv2807	Rv2807	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	2
Rv2808	Rv2808	Rv2808	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	2
Rv2809	Rv2809	Rv2809	protein_coding	0	0	0	4	0	0	0	2	0	0	0	0	0	0	2
Rv2810c	Rv2810c	Rv2810c	protein_coding	0	0	0	4	0	0	0	2	0	0	0	0	0	0	2
Rv2811	Rv2811	Rv2811	protein_coding	0	0	0	4	0	0	0	2	0	0	0	0	0	0	2
Rv2812	Rv2812	Rv2812	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
Rv2813	Rv2813	Rv2813	protein_coding	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0
Rv2814c	Rv2814c	Rv2814c	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
Rv2815c	Rv2815c	Rv2815c	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
Rv2816c	Rv2816c	Rv2816c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2817c	Rv2817c	Rv2817c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2818c	Rv2818c	Rv2818c	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2823c	Rv2823c	Rv2823c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2824c	Rv2824c	Rv2824c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2825c	Rv2825c	Rv2825c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2826c	Rv2826c	Rv2826c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2827c	Rv2827c	Rv2827c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rv2828A	Rv2828A	Rv2828A	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2828c	Rv2828c	Rv2828c	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
Rv2850c	Rv2850c	Rv2850c	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4
Rv2851c	Rv2851c	Rv2851c	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4
Rv2854	Rv2854	Rv2854	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4
Rv2917	Rv2917	Rv2917	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2943	Rv2943	Rv2943	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2943A	Rv2943A	Rv2943A	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2944	Rv2944	Rv2944	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
Rv2951c	Rv2951c	Rv2951c	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
Rv2952	Rv2952	Rv2952	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
Rv2953	Rv2953	Rv2953	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
Rv2954c	Rv2954c	Rv2954c	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
Rv2955c	Rv2955c	Rv2955c	protein_coding	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0
Rv2956	Rv2956	Rv2956	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
Rv2957	Rv2957	Rv2957	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	2
Rv2958c	Rv2958c	Rv2958c	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	1
