name	taxonomy_id	taxonomy_lvl	CD_7_long.bracken_S.txt_num	CD_7_long.bracken_S.txt_frac	CD_7_short.bracken_S.txt_num	CD_7_short.bracken_S.txt_frac	TD_31_long.bracken_S.txt_num	TD_31_long.bracken_S.txt_frac	TD_31_short.bracken_S.txt_num	TD_31_short.bracken_S.txt_frac	TD_92_long.bracken_S.txt_num	TD_92_long.bracken_S.txt_frac	TD_92_short.bracken_S.txt_num	TD_92_short.bracken_S.txt_frac
Lughvirus lugh	2734248	S	0	0.00000	151	0.00014	0	0.00000	239	0.00012	0	0.00000	0	0.00000
Enterobacteria phage P4	10680	S	0	0.00000	30	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Enterobacteria phage SfI	1225789	S	0	0.00000	82	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Enterobacteria phage SfV	55884	S	0	0.00000	14	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Aurunvirus STIM5	2734088	S	0	0.00000	71	0.00006	0	0.00000	35	0.00002	0	0.00000	0	0.00000
Nesevirus nv2G7b	2844172	S	0	0.00000	320	0.00029	0	0.00000	0	0.00000	0	0.00000	191	0.00009
Matervirus mater	2560332	S	0	0.00000	33	0.00003	0	0.00000	16	0.00001	0	0.00000	27	0.00001
Eponavirus epona	2734105	S	0	0.00000	52	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Montyvirus stevefrench	2734258	S	0	0.00000	39	0.00004	0	0.00000	0	0.00000	0	0.00000	12	0.00001
Veracruzvirus MA5	2956637	S	0	0.00000	25	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Radostvirus ev099	2844247	S	0	0.00000	98	0.00009	0	0.00000	0	0.00000	0	0.00000	65	0.00003
Mushuvirus mushu	2734119	S	0	0.00000	19	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Glaedevirus gv2H10	2844173	S	0	0.00000	20	0.00002	0	0.00000	0	0.00000	0	0.00000	47	0.00002
Kujavirus kuja	2841283	S	0	0.00000	10	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Donellivirus gee	1084719	S	0	0.00000	10	0.00001	0	0.00000	25	0.00001	0	0.00000	11	0.00001
Megavirus chilense	3060301	S	0	0.00000	15	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Orpheovirus IHUMI-LCC2	2023057	S	0	0.00000	13	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacteroides sp. BFG-637	2972764	S	0	0.00000	0	0.00000	0	0.00000	1889	0.00094	0	0.00000	0	0.00000
Phocaeicola salanitronis	376805	S	0	0.00000	0	0.00000	0	0.00000	197	0.00010	0	0.00000	71	0.00003
Parabacteroides faecis	1217282	S	0	0.00000	0	0.00000	0	0.00000	23	0.00001	0	0.00000	0	0.00000
Parabacteroides chongii	2685834	S	0	0.00000	0	0.00000	0	0.00000	16	0.00001	0	0.00000	42	0.00002
Prevotella sp. E2-28	2913620	S	0	0.00000	0	0.00000	0	0.00000	273	0.00014	0	0.00000	60	0.00003
Myroides albus	2562892	S	0	0.00000	0	0.00000	0	0.00000	1990	0.00099	0	0.00000	0	0.00000
Flagellimonas marinaquae	254955	S	0	0.00000	0	0.00000	0	0.00000	33	0.00002	0	0.00000	0	0.00000
Hymenobacter sp. NBH84	2596915	S	0	0.00000	0	0.00000	0	0.00000	139	0.00007	0	0.00000	0	0.00000
Pontibacter akesuensis	388950	S	0	0.00000	0	0.00000	0	0.00000	23	0.00001	0	0.00000	0	0.00000
Emticicia oligotrophica	312279	S	0	0.00000	0	0.00000	0	0.00000	28	0.00001	0	0.00000	35	0.00002
Spirosoma oryzicola	2898794	S	0	0.00000	0	0.00000	0	0.00000	13	0.00001	0	0.00000	0	0.00000
Sphingobacterium faecium	34087	S	0	0.00000	0	0.00000	0	0.00000	127	0.00006	0	0.00000	0	0.00000
Clostridium argentinense	29341	S	0	0.00000	0	0.00000	0	0.00000	86	0.00004	0	0.00000	0	0.00000
Clostridium beijerinckii	1520	S	0	0.00000	0	0.00000	0	0.00000	15	0.00001	0	0.00000	0	0.00000
Clostridium tyrobutyricum	1519	S	0	0.00000	0	0.00000	0	0.00000	11	0.00001	0	0.00000	0	0.00000
Sulfobacillus thermotolerans	338644	S	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000
Enterococcus lactis	357441	S	0	0.00000	0	0.00000	0	0.00000	211	0.00011	0	0.00000	117	0.00005
Vagococcus fluvialis	2738	S	0	0.00000	0	0.00000	0	0.00000	17	0.00001	0	0.00000	45	0.00002
Streptococcus thermophilus	1308	S	0	0.00000	0	0.00000	0	0.00000	480	0.00024	0	0.00000	0	0.00000
Streptococcus sp. DTU_2020_1000888_1_SI_GRL_NUU_041A	3077723	S	0	0.00000	0	0.00000	0	0.00000	14	0.00001	0	0.00000	0	0.00000
Lactococcus sp. LG1267	2816910	S	0	0.00000	0	0.00000	0	0.00000	378	0.00019	0	0.00000	0	0.00000
Limosilactobacillus mucosae	97478	S	0	0.00000	0	0.00000	0	0.00000	127	0.00006	0	0.00000	0	0.00000
Lactobacillus amylolyticus	83683	S	0	0.00000	0	0.00000	0	0.00000	21	0.00001	0	0.00000	12	0.00001
Lactobacillus crispatus	47770	S	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	32	0.00001
Pediococcus pentosaceus	1255	S	0	0.00000	0	0.00000	0	0.00000	21	0.00001	0	0.00000	151	0.00007
Lacticaseibacillus paracasei	1597	S	0	0.00000	0	0.00000	0	0.00000	48	0.00002	0	0.00000	16	0.00001
Fructilactobacillus sanfranciscensis	1625	S	0	0.00000	0	0.00000	0	0.00000	20	0.00001	0	0.00000	0	0.00000
Paucilactobacillus hokkaidonensis	1193095	S	0	0.00000	0	0.00000	0	0.00000	27	0.00001	0	0.00000	0	0.00000
Carnobacterium maltaromaticum	2751	S	0	0.00000	0	0.00000	0	0.00000	15	0.00001	0	0.00000	19	0.00001
Bacillus amyloliquefaciens	1390	S	0	0.00000	0	0.00000	0	0.00000	18	0.00001	0	0.00000	0	0.00000
Bacillus badius	1455	S	0	0.00000	0	0.00000	0	0.00000	19	0.00001	0	0.00000	16	0.00001
Staphylococcus sp. IVB6181	2929481	S	0	0.00000	0	0.00000	0	0.00000	16	0.00001	0	0.00000	0	0.00000
Exiguobacterium sp. S3-2	1389960	S	0	0.00000	0	0.00000	0	0.00000	1302	0.00065	0	0.00000	1052	0.00048
Planococcus maritimus	192421	S	0	0.00000	0	0.00000	0	0.00000	12	0.00001	0	0.00000	0	0.00000
Arthrobacter caoxuetaonis	2886935	S	0	0.00000	0	0.00000	0	0.00000	11	0.00001	0	0.00000	0	0.00000
Kocuria rosea	1275	S	0	0.00000	0	0.00000	0	0.00000	475	0.00024	0	0.00000	196	0.00009
Rothia mucilaginosa	43675	S	0	0.00000	0	0.00000	0	0.00000	14	0.00001	0	0.00000	0	0.00000
Streptomyces sp. EN27	211464	S	0	0.00000	0	0.00000	0	0.00000	38	0.00002	0	0.00000	0	0.00000
Streptomyces sp. NBC_00435	2903649	S	0	0.00000	0	0.00000	0	0.00000	59	0.00003	0	0.00000	33	0.00002
Streptomyces sp. SAT1	1849967	S	0	0.00000	0	0.00000	0	0.00000	26	0.00001	0	0.00000	21	0.00001
Streptomyces sp. NBC_00637	2903667	S	0	0.00000	0	0.00000	0	0.00000	31	0.00002	0	0.00000	17	0.00001
Streptomyces sp. CFMR 7	1649184	S	0	0.00000	0	0.00000	0	0.00000	88	0.00004	0	0.00000	0	0.00000
Streptomyces virginiae	1961	S	0	0.00000	0	0.00000	0	0.00000	47	0.00002	0	0.00000	0	0.00000
Streptomyces xanthophaeus	67385	S	0	0.00000	0	0.00000	0	0.00000	18	0.00001	0	0.00000	100	0.00005
Streptomyces camelliae	3004093	S	0	0.00000	0	0.00000	0	0.00000	36	0.00002	0	0.00000	0	0.00000
Streptomyces atratus	1893	S	0	0.00000	0	0.00000	0	0.00000	31	0.00002	0	0.00000	476	0.00022
Streptomyces chartreusis	1969	S	0	0.00000	0	0.00000	0	0.00000	13	0.00001	0	0.00000	0	0.00000
Streptantibioticus cattleyicolor	29303	S	0	0.00000	0	0.00000	0	0.00000	14	0.00001	0	0.00000	13	0.00001
Sphaerisporangium sp. TRM90804	3031113	S	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	20	0.00001
Deinococcus gobiensis	502394	S	0	0.00000	0	0.00000	0	0.00000	52	0.00003	0	0.00000	23	0.00001
Deinococcus taeanensis	2737050	S	0	0.00000	0	0.00000	0	0.00000	45	0.00002	0	0.00000	0	0.00000
Deinococcus deserti	310783	S	0	0.00000	0	0.00000	0	0.00000	25	0.00001	0	0.00000	69	0.00003
Deinococcus proteolyticus	55148	S	0	0.00000	0	0.00000	0	0.00000	153	0.00008	0	0.00000	0	0.00000
Serratia liquefaciens	614	S	0	0.00000	0	0.00000	0	0.00000	17	0.00001	0	0.00000	0	0.00000
Rahnella victoriana	1510570	S	0	0.00000	0	0.00000	0	0.00000	23	0.00001	0	0.00000	41	0.00002
Pantoea sp. SOD02	2970818	S	0	0.00000	0	0.00000	0	0.00000	34	0.00002	0	0.00000	13	0.00001
Pantoea ananatis	553	S	0	0.00000	0	0.00000	0	0.00000	158	0.00008	0	0.00000	63	0.00003
Pantoea dispersa	59814	S	0	0.00000	0	0.00000	0	0.00000	11	0.00001	0	0.00000	36	0.00002
Pseudomonas sp. CP-1	2902622	S	0	0.00000	0	0.00000	0	0.00000	71	0.00004	0	0.00000	0	0.00000
Pseudomonas luteola	47886	S	0	0.00000	0	0.00000	0	0.00000	63	0.00003	0	0.00000	0	0.00000
Pseudomonas serbica	2965074	S	0	0.00000	0	0.00000	0	0.00000	42	0.00002	0	0.00000	0	0.00000
Vibrio campbellii	680	S	0	0.00000	0	0.00000	0	0.00000	238	0.00012	0	0.00000	0	0.00000
Vibrio parahaemolyticus	670	S	0	0.00000	0	0.00000	0	0.00000	163	0.00008	0	0.00000	53	0.00002
Vibrio anguillarum	55601	S	0	0.00000	0	0.00000	0	0.00000	36	0.00002	0	0.00000	0	0.00000
Xylella fastidiosa	2371	S	0	0.00000	0	0.00000	0	0.00000	24	0.00001	0	0.00000	0	0.00000
Acinetobacter seifertii	1530123	S	0	0.00000	0	0.00000	0	0.00000	123	0.00006	0	0.00000	0	0.00000
Moraxella osloensis	34062	S	0	0.00000	0	0.00000	0	0.00000	19	0.00001	0	0.00000	12	0.00001
Alteromonas macleodii	28108	S	0	0.00000	0	0.00000	0	0.00000	71	0.00004	0	0.00000	178	0.00008
Pseudoalteromonas shioyasakiensis	1190813	S	0	0.00000	0	0.00000	0	0.00000	32	0.00002	0	0.00000	42	0.00002
Shewanella baltica	62322	S	0	0.00000	0	0.00000	0	0.00000	12	0.00001	0	0.00000	48	0.00002
Thiothrix fructosivorans	111770	S	0	0.00000	0	0.00000	0	0.00000	59	0.00003	0	0.00000	26	0.00001
Methylotuvimicrobium alcaliphilum	271065	S	0	0.00000	0	0.00000	0	0.00000	20	0.00001	0	0.00000	0	0.00000
Rhizobium sp. CCGE 510	1132836	S	0	0.00000	0	0.00000	0	0.00000	51	0.00003	0	0.00000	0	0.00000
Rhizobium indigoferae	158891	S	0	0.00000	0	0.00000	0	0.00000	143	0.00007	0	0.00000	0	0.00000
Rhizobium grahamii	1120045	S	0	0.00000	0	0.00000	0	0.00000	13	0.00001	0	0.00000	0	0.00000
Sinorhizobium sp. RAC02	1842534	S	0	0.00000	0	0.00000	0	0.00000	140	0.00007	0	0.00000	0	0.00000
Shinella sedimenti	2919913	S	0	0.00000	0	0.00000	0	0.00000	32	0.00002	0	0.00000	0	0.00000
Methylobacterium brachiatum	269660	S	0	0.00000	0	0.00000	0	0.00000	215	0.00011	0	0.00000	0	0.00000
Methylorubrum sp. B1-46	2897334	S	0	0.00000	0	0.00000	0	0.00000	37	0.00002	0	0.00000	0	0.00000
Mesorhizobium sp. WSM4875	3038539	S	0	0.00000	0	0.00000	0	0.00000	18	0.00001	0	0.00000	62	0.00003
Nitratireductor rhodophyticola	2854036	S	0	0.00000	0	0.00000	0	0.00000	425	0.00021	0	0.00000	0	0.00000
Methylocystis iwaonis	2885079	S	0	0.00000	0	0.00000	0	0.00000	12	0.00001	0	0.00000	10	0.00000
Methylocella tundrae	227605	S	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000
Paracoccus marcusii	59779	S	0	0.00000	0	0.00000	0	0.00000	61	0.00003	0	0.00000	0	0.00000
Roseinatronobacter sp. S2	3035471	S	0	0.00000	0	0.00000	0	0.00000	50	0.00002	0	0.00000	0	0.00000
Parasedimentitalea psychrophila	2997337	S	0	0.00000	0	0.00000	0	0.00000	43	0.00002	0	0.00000	0	0.00000
Gemmobacter aquarius	2169400	S	0	0.00000	0	0.00000	0	0.00000	186	0.00009	0	0.00000	0	0.00000
Azospirillum sp. TSH100	652764	S	0	0.00000	0	0.00000	0	0.00000	15	0.00001	0	0.00000	0	0.00000
Skermanella sp. TT6	2775420	S	0	0.00000	0	0.00000	0	0.00000	1024	0.00051	0	0.00000	0	0.00000
Roseomonas haemaphysalidis	2768162	S	0	0.00000	0	0.00000	0	0.00000	28	0.00001	0	0.00000	21	0.00001
Acetobacter aceti	435	S	0	0.00000	0	0.00000	0	0.00000	1818	0.00091	0	0.00000	0	0.00000
Pseudoroseomonas cervicalis	204525	S	0	0.00000	0	0.00000	0	0.00000	17	0.00001	0	0.00000	0	0.00000
Zymomonas mobilis	542	S	0	0.00000	0	0.00000	0	0.00000	66	0.00003	0	0.00000	0	0.00000
Croceicoccus marinus	450378	S	0	0.00000	0	0.00000	0	0.00000	12	0.00001	0	0.00000	0	0.00000
Burkholderia ambifaria	152480	S	0	0.00000	0	0.00000	0	0.00000	36	0.00002	0	0.00000	0	0.00000
Burkholderia pyrrocinia	60550	S	0	0.00000	0	0.00000	0	0.00000	18	0.00001	0	0.00000	26	0.00001
Cupriavidus neocaledonicus	1040979	S	0	0.00000	0	0.00000	0	0.00000	37	0.00002	0	0.00000	0	0.00000
Paraburkholderia caledonica	134536	S	0	0.00000	0	0.00000	0	0.00000	34	0.00002	0	0.00000	0	0.00000
Paraburkholderia phytofirmans	261302	S	0	0.00000	0	0.00000	0	0.00000	21	0.00001	0	0.00000	17	0.00001
Polaromonas naphthalenivorans	216465	S	0	0.00000	0	0.00000	0	0.00000	11	0.00001	0	0.00000	302	0.00014
Methylibium petroleiphilum	105560	S	0	0.00000	0	0.00000	0	0.00000	29	0.00001	0	0.00000	10	0.00000
Sphaerotilus sulfidivorans	639200	S	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	35	0.00002
Janthinobacterium lividum	29581	S	0	0.00000	0	0.00000	0	0.00000	23	0.00001	0	0.00000	0	0.00000
Niveibacterium microcysteis	2811415	S	0	0.00000	0	0.00000	0	0.00000	34	0.00002	0	0.00000	420	0.00019
Desulforapulum autotrophicum	2296	S	0	0.00000	0	0.00000	0	0.00000	26	0.00001	0	0.00000	0	0.00000
Aquisphaera giovannonii	406548	S	0	0.00000	0	0.00000	0	0.00000	47	0.00002	0	0.00000	0	0.00000
Halomicrobium salinisoli	2878391	S	0	0.00000	0	0.00000	0	0.00000	45	0.00002	0	0.00000	0	0.00000
Halosimplex litoreum	1198301	S	0	0.00000	0	0.00000	0	0.00000	19	0.00001	0	0.00000	0	0.00000
Halomicroarcula marina	2961574	S	0	0.00000	0	0.00000	0	0.00000	14	0.00001	0	0.00000	36	0.00002
Halosegnis marinus	3034023	S	0	0.00000	0	0.00000	0	0.00000	30	0.00001	0	0.00000	17	0.00001
Halovenus salina	1510225	S	0	0.00000	0	0.00000	0	0.00000	26	0.00001	0	0.00000	0	0.00000
Natrinema sp. SYSU A 869	2871694	S	0	0.00000	0	0.00000	0	0.00000	38	0.00002	0	0.00000	0	0.00000
Natrinema pallidum	69527	S	0	0.00000	0	0.00000	0	0.00000	50	0.00002	0	0.00000	0	0.00000
Haloterrigena salifodinae	2675099	S	0	0.00000	0	0.00000	0	0.00000	162	0.00008	0	0.00000	180	0.00008
Natronosalvus rutilus	2953753	S	0	0.00000	0	0.00000	0	0.00000	27	0.00001	0	0.00000	17	0.00001
Halosolutus halophilus	1552990	S	0	0.00000	0	0.00000	0	0.00000	56	0.00003	0	0.00000	23	0.00001
Halomontanus rarus	3034020	S	0	0.00000	0	0.00000	0	0.00000	34	0.00002	0	0.00000	24	0.00001
Halopiger xanaduensis	387343	S	0	0.00000	0	0.00000	0	0.00000	34	0.00002	0	0.00000	47	0.00002
Halobaculum roseum	2175149	S	0	0.00000	0	0.00000	0	0.00000	1229	0.00061	0	0.00000	0	0.00000
Haloplanus aerogenes	660522	S	0	0.00000	0	0.00000	0	0.00000	23	0.00001	0	0.00000	0	0.00000
Halalkaliarchaeum desulfuricum	2055893	S	0	0.00000	0	0.00000	0	0.00000	19	0.00001	0	0.00000	20	0.00001
Haloquadratum walsbyi	293091	S	0	0.00000	0	0.00000	0	0.00000	17	0.00001	0	0.00000	10	0.00000
Halorussus aquaticus	2953748	S	0	0.00000	0	0.00000	0	0.00000	128	0.00006	0	0.00000	89	0.00004
Haladaptatus pallidirubidus	1008152	S	0	0.00000	0	0.00000	0	0.00000	36	0.00002	0	0.00000	17	0.00001
Actinarchaeum halophilum	2814576	S	0	0.00000	0	0.00000	0	0.00000	17	0.00001	0	0.00000	0	0.00000
Halarchaeum sp. CBA1220	1853682	S	0	0.00000	0	0.00000	0	0.00000	22	0.00001	0	0.00000	0	0.00000
Salinarchaeum sp. IM2453	2862870	S	0	0.00000	0	0.00000	0	0.00000	18	0.00001	0	0.00000	12	0.00001
Methanosarcina acetivorans	2214	S	0	0.00000	0	0.00000	0	0.00000	114	0.00006	0	0.00000	49	0.00002
Methanohalophilus portucalensis	39664	S	0	0.00000	0	0.00000	0	0.00000	26	0.00001	0	0.00000	21	0.00001
Methanogenium organophilum	2199	S	0	0.00000	0	0.00000	0	0.00000	100	0.00005	0	0.00000	67	0.00003
Methanoculleus receptaculi	394967	S	0	0.00000	0	0.00000	0	0.00000	30	0.00001	0	0.00000	0	0.00000
Methanocaldococcus jannaschii	2190	S	0	0.00000	0	0.00000	0	0.00000	67	0.00003	0	0.00000	0	0.00000
Methanocaldococcus vulcanius	73913	S	0	0.00000	0	0.00000	0	0.00000	311	0.00016	0	0.00000	443	0.00020
Thermococcus barophilus	55802	S	0	0.00000	0	0.00000	0	0.00000	17	0.00001	0	0.00000	23	0.00001
Thermococcus guaymasensis	110164	S	0	0.00000	0	0.00000	0	0.00000	13	0.00001	0	0.00000	15	0.00001
Thermococcus sibiricus	172049	S	0	0.00000	0	0.00000	0	0.00000	11	0.00001	0	0.00000	0	0.00000
Pyrococcus abyssi	29292	S	0	0.00000	0	0.00000	0	0.00000	13	0.00001	0	0.00000	29	0.00001
Archaeoglobus veneficus	58290	S	0	0.00000	0	0.00000	0	0.00000	24	0.00001	0	0.00000	0	0.00000
Acidianus sp. HS-5	2886040	S	0	0.00000	0	0.00000	0	0.00000	19	0.00001	0	0.00000	0	0.00000
Acidianus sulfidivorans	312539	S	0	0.00000	0	0.00000	0	0.00000	31	0.00002	0	0.00000	43	0.00002
Stygiolobus caldivivus	2824673	S	0	0.00000	0	0.00000	0	0.00000	13	0.00001	0	0.00000	0	0.00000
Thermofilum adornatum	1365176	S	0	0.00000	0	0.00000	0	0.00000	77	0.00004	0	0.00000	23	0.00001
Candidatus Nitrosopumilus koreensis	1510466	S	0	0.00000	0	0.00000	0	0.00000	52	0.00003	0	0.00000	0	0.00000
Nitrosopumilus cobalaminigenes	1470066	S	0	0.00000	0	0.00000	0	0.00000	40	0.00002	0	0.00000	0	0.00000
Candidatus Prometheoarchaeum syntrophicum	2594042	S	0	0.00000	0	0.00000	0	0.00000	23	0.00001	0	0.00000	198	0.00009
Brussowvirus 20617	3059794	S	0	0.00000	0	0.00000	0	0.00000	295	0.00015	0	0.00000	135	0.00006
Brussowvirus VS2018a	3059822	S	0	0.00000	0	0.00000	0	0.00000	15	0.00001	0	0.00000	0	0.00000
Streptococcus phage YMC-2011	1051631	S	0	0.00000	0	0.00000	0	0.00000	29	0.00001	0	0.00000	0	0.00000
Akihdevirus balticus	2955235	S	0	0.00000	0	0.00000	0	0.00000	19	0.00001	0	0.00000	0	0.00000
Kayvirus MCE2014	1924733	S	0	0.00000	0	0.00000	0	0.00000	198	0.00010	0	0.00000	0	0.00000
Brigitvirus brigit	2734096	S	0	0.00000	0	0.00000	0	0.00000	130	0.00006	0	0.00000	0	0.00000
Bacteroides phage B124-14	1105171	S	0	0.00000	0	0.00000	0	0.00000	31	0.00002	0	0.00000	145	0.00007
Streptococcus phage phiARI0746	1701837	S	0	0.00000	0	0.00000	0	0.00000	127	0.00006	0	0.00000	0	0.00000
Leucotheavirus syn30	2734114	S	0	0.00000	0	0.00000	0	0.00000	20	0.00001	0	0.00000	0	0.00000
Fibralongavirus QT1	2734234	S	0	0.00000	0	0.00000	0	0.00000	32	0.00002	0	0.00000	0	0.00000
Cetovirus ceto	2060092	S	0	0.00000	0	0.00000	0	0.00000	15	0.00001	0	0.00000	0	0.00000
Cotonvirus japonicum	3059904	S	0	0.00000	0	0.00000	0	0.00000	17	0.00001	0	0.00000	31	0.00001
Theiavirus salishense	3060737	S	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000
Potato virus Y	12216	S	0	0.00000	0	0.00000	0	0.00000	13	0.00001	0	0.00000	0	0.00000
Enterocloster bolteae	208479	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00016	288	0.00013
Birpovirus hominis	2955499	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	17	0.00023	0	0.00000
Hymenobacter volaticus	2932254	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	97	0.00004
Spirosoma sp. SC4-14	3128900	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00001
Escherichia marmotae	1499973	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	83	0.00004
Enterobacter sp. T2	2707174	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	51	0.00002
Klebsiella sp. LTGPAF-6F	1905288	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	26	0.00001
Salmonella sp.	599	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	65	0.00003
Shigella sonnei	624	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	177	0.00008
Shigella dysenteriae	622	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00001
Citrobacter portucalensis	1639133	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	48	0.00002
Citrobacter werkmanii	67827	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	33	0.00002
Kluyvera intermedia	61648	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	46	0.00002
Cronobacter dublinensis	413497	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	16	0.00001
Chimaeribacter arupi	2060066	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	368	0.00017
Yersinia pseudotuberculosis	633	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00001
Yersinia frederiksenii	29484	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000
Morganella morganii	582	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	92	0.00004
Arsenophonus nasoniae	638	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	24	0.00001
Erwinia amylovora	552	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	59	0.00003
Pseudomonas sp. DR48	2871095	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	25	0.00001
Halomonas sp. A3H3	1346287	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	18	0.00001
Metallibacterium scheffleri	993689	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00001
Pseudoalteromonas xiamenensis	882626	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	16	0.00001
Pseudoalteromonas sp. HL-AS2	3071082	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	20	0.00001
Alteromonas mediterranea	314275	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00001
Vibrio aquimaris	2587862	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	17	0.00001
Photobacterium toruni	1935446	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00001
Legionella fallonii	96230	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00001
Rhizobium sp. AB2/73	2795216	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	26	0.00001
Rhizobium sp. SRDI969	3138252	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	456	0.00021
Agrobacterium deltaense	1183412	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	104	0.00005
Microvirga lotononidis	864069	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	24	0.00001
Bradyrhizobium barranii	2992140	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	37	0.00002
Ochrobactrum sp. Res13-Abat-PEA25-P4-02	2777942	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00001
Rhodobacter sp. CZR27	2033869	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	29	0.00001
Cereibacter azotoformans	43057	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	16	0.00001
Marivivens sp. LCG002	3051171	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00001
Salipiger profundus	1229727	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	285	0.00013
Leisingera sp. M527	2867014	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	47	0.00002
Leisingera caerulea	506591	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00001
Phaeobacter porticola	1844006	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00001
Wenxinia marina	390641	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	20	0.00001
Ponticoccus alexandrii	1943633	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00001
Azospirillum baldaniorum	1064539	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	39	0.00002
Acidiphilium multivorum	62140	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	362	0.00017
Formicincola oecophyllae	2558361	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	91	0.00004
Komagataeibacter oboediens	65958	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	69	0.00003
Novosphingobium sp. KACC 22771	3025670	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	24	0.00001
Sphingobium herbicidovorans	76947	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	60	0.00003
Sphingobium yanoikuyae	13690	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	440	0.00020
Qipengyuania citrea	225971	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	16	0.00001
